,Essay_set_id,Essay_id,Essay,rater_domain_1,rater_domain_2,domain1_score
127,1.0,128.0,opinion comput entertain educ replac everyday live therefor think comput harm peopl effect way realiz three reason support decis differ realiti fantaci famili friend health mani children young adult vulner assumt everyth see comput true well find everyth addict game electron featur lead believ peopl see real life situat activ comput show kid wrong mind frame need affect school work behav need right state mind get back realiti famili friend alway side even worst unfourtunetli addict comput brought farther away happi way treat want chang enjoy life interact human graphic design comput pictur anyway pictur go famili friend last longer bodi special health import comput suggest exercis go realli know peopl make comput site know go stay burn eye look screen day healthi anyon els move finger push button exercis alreadi sit anyway anyth help need go outsid breath air natur run around play bill game comput conclus see comput effect person mistak fantaci realiti thing lose interact friend love one health also risk spend hour stare move anyth mayb two finger pleas consid risk believ fact honestli lose chanc live enjoy world,5.0,4.0,9.0
128,1.0,129.0,hi name think comput bad think ye peopl play comput much also learn lot thing anoth reason kid like bulli stop bull spend time comput stay away stress also talk friend even video chat comput teach lot exampl comput break viru figur problem also learn read news miss exampl also ask question understand peopl would answer question moder afoot kid teen even adult comput look thing understand exampl read along book read word know read around still would go find word mean bulli peopl like street peopl comput stay comput play game play hit game shoot game even board game even watch fight want ever want got good thing one get everyon happi bulli also go comput relax stay away peopl hate comput make relax around peopl tell comput ever want kid teen adult leav hous justto talk friend two said comput hace microcam commin other exampl dad tri get comput micro cam incontact mom brother sister get one live us leav go back anoth exampl would one friend move far far away talk micro cam even send messag back forth think comput bad idea bad thing say learn stay good commun,5.0,5.0,10.0
129,1.0,130.0,dear newspap use comput controversi topic mani peopl vari opinion belief person believ comput posit effect peopl use oper remark devic give peopl abil talk social friend famili member let peopl know go world give updat condit countri event also provid inform give peopl abil research learn topic idea comput necess today societi go proposter motion mani peopl young old start use comput social friend famili member variou type websit program comput talk someon without physic social aspect comput rise popular mani peopl use comput social social network site instant messag program two mani way social activ comput social network site websit allow make account post pictur inform friend see take away comput would take away mani peopl social live comput benefit mani peopl social posit effect live today news alway excit event horribl disat mani peopl like updat peopl like wait newspap arriv read fastest news check onlin find onlin news wide popular extrem benefici mani peopl provid lastest stori updat event onlin news extrem crucial lastest disast earthquak onlin news fast easi acess peopl donat help day earthquak happen fast respons help rebuild rubbl comput provid peopl onlin news definit benefici live peopl start use comput research topic idea would use book would shuffl pile page articl newspap ineffici disorgan way research comput comput allow recal endless inform topic possibl articl essay inform alway place allow guid effici research also websit call onlin databas internet type keyword phrase instant research whatev wont wont inform take time research put whatev els would want whether write paper present comput allow quick benefici research comput use long alreadi help societi expand grow provid social aspect talk friend famili provid lastest news stori quick easi research comput without doubt posit effect societi peopl expert say want comput alway benefit societi,5.0,5.0,10.0
130,1.0,131.0,dear comput begin problem mani household feel mani peopl becom addict comput peopl like like gain weight littl social time spend much time insid articl recent read experi comput use dr professor state find show peopl addict comput leav home run errand happen interfer live well bodi bodi need sunlight furthermor studi also show peopl go outsid comput much tend happier studi patient start joy stop go comput often like peopl around happi grouchi notic kid school gain weight kid recent start go comput coupl hour time everyday bad health bodi someon sit comput day eat food work turn fat moreov statist show obes peopl weight loss class gain extra weight sit comput day peopl treat bodi way could end type condit last week intervi year old best friend ignor got comput friend want hang friend addit peopl becom addict comput becom less social friend peopl like parent teacher peopl push asid social time comput game chat room movi websit lose larg portion life stop parent put foot set limit make kid spend time outsid clearli see comput benefit mani disadvantag addict compuer user becom less social go outsid start pack pound effect world full peopl sit comput day eat food gain weight,5.0,5.0,10.0
131,1.0,132.0,dear understand idea advanc technolog benefit societi controvers topic howev support advanc technolog believ comput posit effect peopl allow friend famili live far away commun stay touch comput allow easi access news onlin textbook provid enourm amount benifit today societi long run thing comput instead paper save billion tree comput teach us hand eye coordin tremenci import skill advanc technolog extrem benefiti societi taken advantag comput wail reciev video call cousin advantag technolog provid mani new way famili commun cousin rare see one anoth comput make possibl us stay connect four five teenag would agre without comput technolog advanc long distanc relationship famili friend possibl exampl go oovoo week video chat cousin see holiday teen say technolog comput cell phone great teen monitor use excess comput great keep touch famili friend distanc next comput allow easi access news onlin textbook peopl took advantag could sace million tree healthier environ environmentalist say school switch onlin textbook would end save thousand dollar put elsewher agre friend say didnt take home mani textbook everyday might scoliousi comput allow quick access news find accid right away instead wait newspap come comput help children develop hand eye coordin import skill comput activ keep brain excercis even help us hit accur next basebal season three five kid say comput grow good sport comput extrem use recourc mani thing need take advantag,6.0,5.0,11.0
132,1.0,133.0,dear newspap doubt comput benefit societi first peopl limit amount time thing secondli mani friend would get mad see last least watch health sum comput alway good thing point view time big thing peopl get involv someth hard back away that like smoke nicotin attrack start hard quit mani lazi peopl like put thing hold word wast time time could spend homework even work job wast peopl know need someth keep put exampl need paint hous fix motor car keep put peopl everyday peopl see mani think much time next big topic know everi one need interact friend friend might bother tri talk might even go near forget pet hand need usual sleep around hous lone sure know pet need love need play parent need kid littl need help know that parent need interact lot conclus stick friend stay away comput better lead us next big topic health stay healthi joke want live long watch rkid grow healthier hotter everyon need exercis exercis help prevent diseas well keepin gyou shape eopl weight sit front comput screenplay game send e mail pali video game v know well anyon video game good last least peopl eat healthi play video game go comput know healthi diet exersic give happi life point view comput benefit societi time big thing mani realiz secondli everyon need anoth import thing look last least everyon everywher needd stay healthi long happi life see mani peopl would better without comput,5.0,5.0,10.0
133,1.0,134.0,comput way futur believ comput benefit societi believ comput enabl talk famili friend onlin also give thousand websit learn valuabl inform lastli teach hand eye coordin first comput alow social onlin know get home school talk virtual friend onlin peopl comput say take away time interact famili howev true talk aunt via facebook social websit also parent work abil messag comput go get phone call hous last reason help friend get intouch easier let say friend come got sick woulden go look number call could send messag internet second reason comput help educ know stuck problem home go comput look answer also project comput help mani kid project getal inform one book go comput look inform subject realli improv student grade resourc inform choos instead inform book last reason use comput help hand eye coordin comput mani site interact site realli benefit know one websit abl help field basebal interact game would actual help thing real life like field basebal know websit like mani sport like basketbal foot ball comput actual help real life activ sum think comput benefit societi lot like abl commun friend also abl look school work lastli help hand eye coordin,5.0,5.0,10.0
134,1.0,135.0,dear write tell effect comput peopl teach hand eye coordin let peopl search place talk onlin peopl like famili friend first comput teach hand eye coordin help becom better speller type fast type without look key know help im sure help secondli comput let interact famili friend let make friend like myspac talk friend make one facebook matur ask twitter also away talk friend yahoo gmail aol even teacher es let teacher commun parent help commun without everyon convers phone next help search old place like landmark buss like salon nail palor gym restur even search movi goin come comput help much type case conculs comput good help inform teach love comput help homework help studi say cant talk someon phone email chat cool fun interest learn thing let upload pictur music video type essay comput educ,3.0,4.0,7.0
135,1.0,136.0,mani differ side comput problem well simpl comput ruin live think mani see kid comput mess kid grade stop peopl take car ride hous also peopl ride bike lot comput outrag first start grade parent tell kid go start paper sayd ok facebook kid parent abus comput fact america use might seem like small percent that half countri abus comput need keep grade student averag studi show comput also son lapttop work think comput book reason spank pop up distract work like one time work project pop came read trafic rush free comput dume download parent caught play chang mind sinc probabl chang mind anoth thing way comput bad car guy love car comput hold thand peopl work drive car te person affect dad work car day day grandmom said someth interest day dad come visit son ohter son carzi comput peopl go banna comput today latli seen less less peopl outsid anymor reason peopl shave basement dark light gurn eye bright come chang mind yet well sinc still read mean cannot make mind well peopl start want ride bike anymor facebook think talk need ride talk person right think task test kid facebook around said know amaz home mother said son gain weight eat go facebook day catch night sad stori mohter ride bike lot real life stori sit around noth realli mom said ride bike mile got end chang mind noth conclus idea comput rememb grade car weight pleas chang mind,4.0,5.0,9.0
136,1.0,137.0,dear news paper think comput good learn thing faraway place use also hear recent news commun peopl school lot research project place focu place around world use comput read articl place also get pictur use slideshow photo stori also educ websit kid go learn math fact multupl tabl comput good learn tool comput keep date news news websit post minut minut thing world news tell world kind desast happen far away place side world lot time famili spread world chat famili friend move simpl chat room catch happen live good tool famili stay touch comput lot benefit lot peopl around world use learn faraway countri chat cuson live california also know what go home town,3.0,4.0,7.0
137,1.0,138.0,lot discus whether comput effect peopl posit way neg way believ comput effect peopl neg think peopl lose peopl skill talk comput comput also lead danger peopl tend forget prioriti life know peopl use comput use talk friend peopl around world instead hangingout friend talk comput hang person recon facial express given certin peopl talk person get full experi commun get tome void addit facial express also get bodi languag get comput unless use webcam comput led mani danger danger effect everi user famili mani case young teenag trick ader user show part bodi make teen believ older user relat problem age sometim teen persuad leav home neighbor hood meet user also anoth type danger cyberbul cybe bull lower esteem bulli call name pick sometim make feel suicid hadnt comput none danger would occur comput peopl lost judgement top priorit comput use tend forget import thing life famili school work health peopl would rather stay comput hangout famili friend other tend choos homework work social life comput instead sinc comput alot seem ignor health exercis much eat healthi opinion life without comput would good everyon peopl would still peopl skill much danger peopl would focu import thin onlin social live,4.0,6.0,10.0
138,1.0,139.0,dear think comput posit affect peopl think comput reason peopl exercis enjoy natur peopl make choic life comput somebodi choos comput instead spend time famili well that choic problem comput exampl love work play comput even though comput still thing like talk famili play basketbal chill homi that choic easili sit room comput time noth wrong choic life nobodi abl tell get comput choic life want comput instead go outsid that choic know best,3.0,4.0,7.0
139,1.0,140.0,dear editor heard expert say spend much time onlin thoroughli believ mistaken use internet peopl learn faraway place without spend money go militari use internet talk famili friend statesid also help us aquir great hand eye coordin someon plan trip would check internet often firstli would check site go second would check compar hotel thirdli would check weather final would check airport flight go without internet plan vacat would close imposs peopl use internet pleasur commun purphas use web cam talk onlin peopl faraway place fast free convin way commun peopl militari use web cam let solid talk famili would feel solid fight countri mean talk famili could use cruel unjust keep solid talk famili internet also give us someth useful help us build hand eye coordin hand eye coordin use mani thing basketbal need abl look dribbl time drive need abl look still abl steer car without hand eye coordin mani accid would happen carliess error internet help peopl make world safer place aspect expert right go enjoy natur also need enjoy use internet well peopl use pleasur build hand eye coordin whle other use talk love one use plan vacat matter internet play import part life,4.0,5.0,9.0
140,1.0,141.0,dear strongli believ comput effect us posit way comput advanc use comput great thought process went run around outsid play sport comput help us find talk rel friend allow us learn differ thing farien place also great research first foremost comput effect us posit expes come find talk famili friend mom adopt year ago realli want find birth famili one year later birth father found websit locat famili found famili two cousin love much would abl get know wasnt comput speak commun work like dog big scienc prodject abl person imposs one person three way four peopl email idea thought abl get project done never enough hour day someth commonli said adult complain never enough time day statist comput allow multi task busi call email mother know forget birthday addit comput help us understand countri learn cultur mani peopl tv get news internet also project grade learn countri would take countless hour find research book find lot stuff dont need comput fast easi need know someth type boom usinf book would still look need time someth afford wast expessali economi furthermor comput great kind research direct peopl think peopl spend much time comput exers alway right know constantli look differ exers get flat stomach friend also look direct find rout map enfuri take ever go comput map alway updat get easi fast direct know love thing fast easi go back research solv crime identifi peopl finger print fast one get hurt conclus comput effect us possit way great help societi locat peopl commun way find valuabl life chang inform hope see eye eye matter advanc comput friend enemi,5.0,5.0,10.0
141,1.0,142.0,peopl becom accustom use comput believ neg effect societi comput peopl exercis much crucial import addit peopl becom unabl envoy appreci natur still final peopl slowli abil commun famili friend everi day peopl get touch technolog lose touch world around therefor advanc technolog neg affect societi averag person use comput busi homework chat fun easili occupi long period time consid busi thing call exercis becom curcial health well music walk cool friend right front us live time go walk jog bike ride comput peopl exercis day age becom need exercis everi day rainforest indic one pollut cloud need realiz ever screen need write appreci time goe commun technolog internet issu help healthi relationship becom progress wors issu someth complet exist internet mean find someon call friend onlin never know exactli actual met could potenti danger addit emot human need interact come relationship someth never simul program matter advanc technolog see depend averag comput neg affect societi take time exercis human interact health world import ever healthi grate diplomat slowli lose import therefor neg affect societi,5.0,5.0,10.0
142,1.0,143.0,dear name student middl school want state opinion comput effect peopl mani thing like game chatroom socil thing also inform homework work job well let get start opinion peopl use ocmput good fool use comput help lot like let say cool forgot someth go comput fine easi use comput life smart even help mom use comptuer sometim chat room good make new friend talk famili member like mom dad causen live differ part world talk cansen time reuili littl live colombia also talk friend facebook ask homework sometim game game fun get bore noth play differ kind game like action want chenllen play hard game think game like chess sodotea help brain thnk exercis brian game help knew comput like bore mani peopl even knew type look borad look well thu opinion comput even though peopl think take time exercis interact peopl realli time exercis brian interact peopl till next time,3.0,4.0,7.0
143,1.0,144.0,dear local newspap opinion comput help plant new technolog make life easier handl comput help teach hand eye coordin talk peopl new way entertain comput teach hand eye coordin type whether someon know type fast help hand also fact type without make also help make hand easier move type give hand lot exersis hand move place move excersis get comput realli help hand eye coordin alot comput also help talk peopl talk peopl far away better talk comput webcam see abl talk peopl differ countri also comput abl use busi meet busi talk anoth differ locat like part busi project hong kong boss set meet see go anoth way use comput talk peopl speak person abl see person like oerson hospit abl go talk see throw comput comput great way use commun comput also new way get entertain entertain game play game come comput lot game internet bore time play thousand game click mous also bore watch video like youtub listen te musicor watch comedi video video also show way express feel sat comedi horror sad video also teenag way talk friend like facebook websit talk anyon friend list end comput help kid adult teenag click mous find new power way technolog abl got better hand eye coordin talk peopl get entertain go get comput amaz,4.0,5.0,9.0
144,1.0,145.0,dear local newspap adminitr loacl newapap societi probabl use comput type document govern busi school student local newspap use comput varieti differ task thet help primarili comput use type edit present state local newpap requir use comput present work member societi knew would want read someth type anyway govermnet must announc law peopl use type document commun differ countri state without comput sign flyer bussi even newspap would possibl run late work abl traffic hignway suppos explain boss time simpli email situat arriv stress free work prctical entir world use comput sourc commun indiffer comput make life easier peopl commun like email social network websit facebook aol even video chat comput suppli excel sourc commun even use throughout school teacher administrat interact import messag use comput comput import could destruct societi western middl school student know amount project research requir per class without internet would almost imposs internet allow research happen reseach finish paper homework assign must type print without assit comput ahv naetli written well research assign would possibl conclus feel comput excel advanc technolog use frequent possiblr without newspap could print teacher could communiact student complet task school student know help school commun friend rel comput help sourc societi would peopl consid concern,5.0,5.0,10.0
145,1.0,146.0,dear local newspap think usieng comput help peopl becus comput would ehey thing eneyon eneyth like would eneyth comput know alot live like got shot back head got shot know alot white peopl fear black peopl war like world world war like plain spi palin fli across shot becus tri see thay eney nucul bomb offer googl yahoo googl type eneyth get answer like corect answer yahoo googl great work product end studi becus think comput good,3.0,3.0,6.0
146,1.0,147.0,hour hour game onlin post blog social network sight one see unawar surround mani peopl zone comput screen break absolut necessari world becom societi creat comput creat posit benefit societi time spent comput peopl bodi take neg effect also less less face face interact famili friend anoth huge issu cyber bull problem address time spend comput stuffi dark room bodi maintain properli exercis key ingriedi healthi live like tri make bread without flour without necess bread rise full potenti health function bodi exercis must took part burn fat calori also need build maintain muscl fact muscl start recommend get least one hour exercis outsid play day mani succeed goal bring anoth neg effect bodi help maintain strong bone get recommend dose day need absorb minut sunlight day seem like lot popul outsid reciev instead insid comput parti lunch break even famili dinner great time social one day decid go skip lunch break friend instead spend time post daili blog social time lost habit continu might soon see drift away friend make time spend lunch break even child interact chat friend anyth could said children wont learn young age think fact languag effect later year interview thing colleg even job social skill differ success failur spend life comput equival caterpillar least attempt extrem turn creat omin cyberbul one simpl way prevent spend less time comput effect cyber bull brutal recent studi show kid would rather bulli face internet reason cruelti display cyberbul internet take much less courag type someth bulli say someth victim face cyberbul even led suicid fact girl commit suicid due cyber bull week ago conclus comput produc neg effect societi good lack exercis proper bodi mainten result reduc social interact skill also result mayb importantli cyberbul take live occur prevent societi turn social wast fell glow comput screen let turn monitor get outsid natur benefit,6.0,6.0,12.0
147,1.0,148.0,beliv comput benifit societi mani reason comput around mani year everywer go usuali see one must meen peopl love mani use fun expeir comput comput make peopl happi make better societi happier make peopl happi play game like tetri even card compuer game make peopl happi ever bore noth go hop comput play game awsom game featur comput card pinbal great game comput make happier home soon kid get home school use game chat freind anoth reason comput benifit societi pay bill buy hing internet pay bill buy thing internet need go wast money ga make peopl happi hey save money also save polut car go less comput also save societi well last reason comput benifit societi make smarter make better school learn often peopl cultur exampl last research project social studi use comput got made happi effect make societi happi reason comput benifit societi make us happi made us smarter make us better societi love comput everybodi els,5.0,4.0,9.0
148,1.0,149.0,dear local newspap state opinion peopl use comput less spend famili three resson comput good bad everi one agre comput benefits societi posit effect neg effect comput peopl resson support comput good bad comput posit effect peopl second abl talk peopl line last spend time famili comput first resson comput comput posit effect peopl exampl support comput tech hand eye coordin comput given peopl abil learn far way place peop second resson comput talk peopl onlin exampl support websit kid us talk friend like myspac facebook place kid like go tutub even blog everyth everyon thei thing good post pictur myspac facebook think websit danger somebodi hack file tri talk like friend third resson support spend time famili comput whole time exampl want famili instead comput game play famili instead comput game play famili monopoli somi canda landi card video game also talk famili instead talk friend whole time injoy want live comput famili inconclus stat opinion time peopl spend comput famili three resson comput good bad r ess support comput posit effeck peopl abl talk peopl onlin spend time famili comput,4.0,4.0,8.0
149,1.0,150.0,dear newspap comput con also lot pro pro show magnific pictur natur would pictur want send email even order ticket plane train movi let forget shop internet go internet find mani pictur thing want pictur natur celebr pictur internet true comput also hold pictur take digit camera even take project flash drive download comput even email pictur email exsist want go movi vacat get movi ticket onlin get ticket sale websit want go vacat get hotel ticket even plane train boat ticket onlin buy ticket thing internet buy stuff order game cube x box x box wii even comput game even buy game system buy hous hold applianc also put cloth store product hold internet watch video almost websit go grass funni other even wierd teenag like watch music video artist sing danc background time peopl make fun artist even though comput pro con pro like exampl passag,4.0,4.0,8.0
150,1.0,151.0,dear local newspap agre peopl say peopl spend much time comput peopl lean mostli anyth want comput also lot resom peopl use advanc technolog teach kid ho,4.0,4.0,8.0
151,1.0,152.0,dear local newspap opinion effect comput peopl posit effect three main reason peopl learn cultur place peopl work onlin first reason comput posit effect peopl help learn cultur around world learn cultur import peopl travel need know respect second reason comput posit effect peopl help learn place around world world learn place import could get lost also help tell place famou visit third reason comput posit effect peopl peopl find job onlin peopl work onlin benefit peopl posit way conclus comput posit effect peopl help peopl learn cultur place job around,3.0,3.0,6.0
152,1.0,153.0,mani peopl world think alway comput good talk peopl onlin learn world peopl disagre one peopl spend much time comput realli affect life peopl stop exercis enjoy beauti natur life spend enough time famili friend hope read letter take inform consider first peopl spend lot time comput get exercis bodi need becom lazi want anyth bad affect health rest life peopl becom overweight sinc got lazi alway comput go get exercis bodi need peopl need enjoy life alway comput abl mani fun healthi thing bodi go play sport fun get exercis mani peopl tri encourag famili friend famili friend lazi anyth alway comput instead stay insid hous coop get enough fresh air horribl thing bodi need fresh air start enjoy life littl peopl final peopl lose contact famili member friend busi comput play game know want lose friend internet ever think anyon els would want either lost friend two talk much use busi comput game felt horribl realiz realli want anyon els lose contact famili member lose friend internet horribl feel like anymor would like tell alway internet good becom lazi want anyth etc peopl enjoy life fullest lose contact famili member lose friend spend much time comput hope read realiz comput alway good,5.0,4.0,9.0
153,1.0,154.0,dear local newspap believ comput extrem use tool societi help peopl learn new thing differ cultur also let commun friend famili internet exampl use facebook final provid accur research tool school project interview first learn differ cultur help world stay togeth exampl learn class teach us respect cultur howev peopl chanc get land educ turn internet comput exist might know lifestyl mi away us know lifestyl extrem difficult luxuri also know could help exampl earthquak one step closer world peac war conflict secondli comput help commun friend famili world rememb one time mail famili friend risk life knew come back town start email video chat whenev saw face knew everyth okay know would without internet way live could also commun friend internet site like extrem use final use comput educ use exampl research project studi tool essay whenev research internet extrem reliabl accur howev websit fake easi great research use school project also know mani teacher school blog page put studi link handout case lose whenev test come teacher would link go help use studi also anoth websit help us studi vocab also mani game learn vocab word see comput help us daili use make posit impact societi educ purpos learn cultur social friend help us get life success newspap peopl assum understand much comput made posit effect societi,6.0,6.0,12.0
154,1.0,155.0,dear lot talk comput effect societi expert say comput good societi think opposit comput bad societi make children obes decreas person social skill even make children less educ comput plain bad recent year studi show children use comput often less like less will get activ dr say children use comput time wast activ studi conduct show children use comput hour day obes children use one hour less day comput keep children insid day child comput wast time activ main reason children becom fat comput easier go comput walk exert energi comput direct caus child obes threat societi think comput increas social skill dead wrong comput talk friend like actual talk comput talk privit say ever heck want public say someth bad get lot troubl comput offer face face interact person use comput often social gather usual awkward cousin spend time comput went christma never took eye screen comput destroy social life million peopl know peopl use comput often usual less smart kid expert comput say comput use infenit noleg key word frais kid knoledg finger tip mean use mani project homework assign record kid say copi print articl googl copi print student learn anyth comput slowli make peopl less educ ever sinc invent comput peopl seen promis societi comput destroy societi make peopl fat sociali weird less educ peopl still think comput good,5.0,5.0,10.0
155,1.0,156.0,dear local newspap read articl regard comput usag opinion think comput good thing yet believ could neg influenc well believ comput one mankind best technolog type learn histor happen differ place differ cultur well talk peopl far away use chat webcam use speak live comput one best thing happen life howev although comput good thing bad well lot peopl use infact know person nice person sweet care love kid kind heart thing addict love sometim come use laptop ask check statu point allow take cool read articl day comput usag dr cover articl topic comput usag said averag american spend four hour comput although peopl spend time outsid nice congradul see heard expert well cocnclus would like state comput either posit influenc neg one well depend use much time spend point would come across use comput wise spend time life short spend time famili friend go outsid,4.0,4.0,8.0
156,1.0,157.0,dear much time spend comput daili hour hour comput amaz advanc technolog also bad peopl spend hour time comput caus less time exerc horribl speak danger search number obes peopl increas citizen recent studi amount famili comput compar scientist wonder connect reliz peopl spent hour comput live sedentari life style likli go comput go exercis lack exercis caus obes cardovascular problem without valuabl exercis peopl visit hospiti surgen said seen huge increas heart surgrey found comput manual booklet say go hour time hottest thing onlin day social network whether twitter facebook social network allow teen talk friend realli talk exampl write go danc spell wrong also grammer languag doesnt stay onlin talk grandmoth social network said even convers talk like comput sad public speak english class english teacher state seen drop teen abil write gramaticli correct correct essay written social network form hard see litiatur dissolv kid spend much time comput averag day children go home go comput hour time parent come home would like child surf intern alon without hour know parent blocker much children find password net around danger alway get lot good inform internet also get lot bad inform dont know child search talk comput could live four block,5.0,4.0,9.0
157,1.0,158.0,dear newspap beleiv comput benefil societi comput help buis thrive keep peopl peopl awar go world allow peopl stay touch comput greatli benefit small larg buis across world imagin job buis without comput buis would unreli instant contact would mean might take long time product assembl ship buis owner would cring idea run buis without comput survey buis owner worker would prefer comput assist work almost everi modern day buis reli least one comput exampl compani mass produc product often reli comput job precis worker sometim comput oper robot danger job worker risk buis also need comput quickli reciev send inform buis peopl buis need comput peopl use comput much buis peopl like use comput keep touch friend peopl know thank websit like e mail peopl easili stay touch famili use comput plan get togeth friend use comput keep contact grade school live nearbi comput anyon anywher constant contact anyon els peopl also like know news imedi without comput would alot harder contact rest world imagin natur disast accur know right away case could send aid area recent earthquak knowledg rest world even import newspap provid news inform day two late often use comput aquir inform eighti seven percent scientist agre reciev inform would lot harder,5.0,4.0,9.0
158,1.0,159.0,imagin stand outsid warm sun danc back jump pool feel cool water flow around happen children parent spend way much time comput peopl get enough excercis danger famili spend less time without comput wors think peopl need realiz comput human human especi children need exercis comput realli possibl children becom obes year comput make happen quicker instead sit comput eat potato chip children outsid bike swim play sport friend winter least kid could go sled children need expiri natur screen comput comput also danger year old make facebook find year old internet naiv teenag go find friend chatroom friend lie age anoth indent mani teenag go meet someon met onlin end get rape kill mani sick peopl world mani use internet find peopl lot teenag give person inform like last name cellphon number live that easi way predat find put whole famili danger comput break famili friend thing like farmpr etc turn peopl famili even eat dinner comput friend go friend hous sit comput fun look comput screen famili need someth togeth like eat dinner togeth go ice cream go shop someth anyth go comput day admit littl addict comput go like peopl instead eat dinner comput go dinner famili instead onlin shop go shop friend hard back hour go comput teenag think mayb know benefit cut back comput get enough exercis becom realli danger famili friend start spend time togeth comput everyth human need stop,5.0,5.0,10.0
159,1.0,160.0,dear local newspap agre peopl spend time comput less time import stuff exampl spend time exercis enjoy natur spend time famili import thing peopl understand miss first peopl spend lot time comput exercis exercis good health exercis get older bone go work also could get fat bad heart comput peopl pay attent health next peopl enjoy beauti natur outsid beauti hear bird sing see plant outsid peopl forget natur recycl planet could clean air smell clean care natur instead comput chould help world could better final peopl spend time peopl love import spend time famili peopl realiz that first thing life famili instead comput fun go beach kid wife father etc conclus believ comput affect peopl peopl comput exercis enjoy natur spend time famili heard ask think,4.0,4.0,8.0
160,1.0,161.0,dear comput posit effect peopl agre comput posit effect teach hand eye coordin give peopl abil learn peopl place talk onlin first reason comput teach hand eye coordin exampl learn type memer key therefor look keyboard comput also teach hand eye use mous want click someth look screen move mous click icon final reason comput teach hand eye serch screen icon could move mous spot screen comput teach hand eye coordin type move mous click icon memor icon second reason comput make smarter exampl histori project need know china use comput mani time would china newspap use comput access quick inform anoth exampl comput find inform famou peopl one knew could abl find colleg famou actor went matter second last exampl serch engin look famou pictur work project requir pictur photo need comput make smarter look differ countri could look peopl famou countri last reason comput give abil talk onlin friend exampl could catch friend see much school talk onlin fast text also could continu convers friend bell ring middl convers well continu lastli plain talk could make plan talk upcom event comput give access talk friend conclus comput posit effect peopl get hand eye coordin look foreign countri peopl talk friend,5.0,5.0,10.0
161,1.0,162.0,sinc comput invent coloss chang way societi function taken place peopl go comput commun peer get inform topic school paper internet watch video stori magazin newspap articl book even movi show sre avail today comput advanc technolog made centuri modern era world ever seen benefici societi comput age given peopl today societi incred opportun broaden imagin technolog less one minut go internet type whatev movi book want start watch instantli peopl alway said book take anywher want well comput thing expect greater effici place choosen instead buy book go onlin read faraway citi erupt mind blow speed think wast time comput peopl use time could spent studi famili howeer inform need knowledg topic found internet want spent time famili even look comput tv watch free movi famili comput age exactli societi need pictur school project know noth would rather drive minut go thirti minut look withb everyth need think spend five minut look websit need internet obvious later much reason comput make get research school work substanti easier addit creat entir present comput surpris eas eighth grade student dont know would ever woithout internet reli comput get research almost everi project even make best project comput like hard work student adult much much easier peopl live made easier field research comput make commun friend familyeasi well e mail video chat instant messag commun whoever would whenev wort comput even see talk person wish without comput one resort snail mail whcih make instant commun telephon would way talk comput enhanc commun chill like graetli foolish say benefici societi machin mani abil see comput brooden research school want bottom line comput age amaz,6.0,6.0,12.0
162,1.0,163.0,comput use control mind peopl comput parcal america high obes percentag america teen homework notevet time school comput high tech machin outlow given truli need peopl spend way much time comput time peopl spend comput time exers comput make peopl obe studi show obe american admit adict comput comput bad internet comput unsaf exper say popular chate site myspac reason sudden incroa murder rape number convict crimin well sex affend tramendu yet parent lot children peopl understand troubl comput caus besid factor comput retard teen learn teh comkput supos help tool use leanr comput use thing comput encourag kid studi homework although use becom site tool tool arent use often comput hurt peopl mani way america comput week fight back evil grie children hope one day turn comput good,4.0,4.0,8.0
163,1.0,164.0,dear local newspap think comput posit neg effect peopl person think comput posit effect peopl comput mani peopl research past also agre comput neg effect anybodi comput mani peopl learn hand eye coordin give abil learn faraway peopl place also allow peopl talk old friend famili member comput also use help someon find inform natur differ tree plant anim mani thing involv natur comput also sometim use contact peopl live faraway way contact peopl comput use e mail instant messag facebook myspac mani websit addit think comput posit effect peopl other maya agre fine everybodi opinion stuff world comput use mani peopl use comput need find inform histori event might went past might still done present final comput use scientist busi worker mani adult even children use comput need type someth school need find inform project,4.0,4.0,8.0
164,1.0,165.0,dear local newspap everday technolog develop one biggest popular machin technocl societi comput peopl like comput think comput ruin social skill healthi bodi reason write presuad peopl realiz great lie insid comput starter comput help us reciv give one great featur comput give email without email would completley loop exampl snowday child school reciv email usper intend say school si cancl without email woulden abl know anoth exampl say lost voic terribl cold feel good need call work report sick stuck voic comput could simpli email boss anoth pos tool comput give us make commun esay social network aval like twitter yahoo messang nearli imposs stay contact friend faimli use look old friend faimli youv found friend request becom onlin friend your onlin friend instant messag video chat look statu brows photo comput nearli imposs abl keep touch last final reason comput great make shop much esay use amazon ebay overstock know talk buy almost anyth onlin electron anim list endless comput even get hous hold groceri onlin exampl say home work explos diharrea need go grocieri shop toilet day all youv got laptop well shop onlin see comput help us commun shop get reciv,4.0,5.0,9.0
